lien_he,tu_van,bao_gia,demo,qtam,qd,tg,age,web_time,frac_react,frac_cmt,avg_res,target,size_Large,size_Medium,size_Micro,size_Small,role_CEO,role_Director,role_Engineer,role_Founder,role_Manager,role_Marketing,role_Procurement,role_Sales,channel_Web,channel_ZALO
1,0,0,0,0,1,1,34,453.5,0.095,0.055,5516,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,1,1,0,1,55,620.7,0.115,0.033,3724,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,1,0,1,31,442.9,0.196,0.022,1099,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,1,1,58,1496.6,0.446,0.346,101,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,1,0,0,0,1,0,35,153.3,0.047,0.056,2254,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,32,1792.1,0.395,0.132,968,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,1,1,1,1,35,2299.8,0.587,0.387,235,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,1,0,1,1,1,50,2564.4,0.579,0.205,382,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,41,59.7,0.013,0.004,92169,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,1,0,1,1,1,34,3522.7,0.482,0.336,581,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,0,1,1,0,1,48,171.2,0.186,0.035,6993,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,1,1,0,1,0,1,31,751.7,0.42,0.104,784,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,1,1,0,0,51,1132.8,0.803,0.247,746,3,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,1,0,0,23,79.4,0.034,0.003,110949,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,0,0,0,1,39,675.9,0.186,0.026,3684,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,0,1,1,1,53,2134.5,0.647,0.342,796,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,1,0,0,42,236.9,0.198,0.072,7198,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,1,0,29,1378.3,0.464,0.174,102,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0,1,1,0,47,775.7,0.223,0.019,1399,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,1,1,1,39,799.7,0.123,0.072,3644,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,1,0,24,18.8,0.034,0.005,111893,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,0,0,0,49,25.7,0.004,0.003,49953,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0,0,0,30,75.7,0.032,0.004,128747,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,25,804.0,0.099,0.013,4723,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1,0,0,1,1,0,33,705.1,0.066,0.073,3904,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,1,0,0,0,0,0,27,105.8,0.013,0.005,16336,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,0,0,0,41,662.2,0.169,0.028,6020,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,1,0,0,52,18.1,0.005,0.002,55963,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,38,3331.1,0.666,0.208,510,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,25,88.2,0.045,0.006,123334,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,0,1,30,1538.1,0.704,0.065,1582,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,0,1,1,1,56,878.9,0.761,0.098,850,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,0,1,1,0,33,444.5,0.16,0.065,6157,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,1,1,1,55,463.7,0.044,0.054,701,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0,1,1,0,58,636.1,0.085,0.031,6140,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,1,0,0,1,1,55,706.1,0.101,0.03,2878,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,0,0,0,48,41.3,0.049,0.007,8258,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,39,82.2,0.048,0.004,17827,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,1,1,51,892.3,0.644,0.031,757,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,0,1,1,1,30,3065.5,0.707,0.181,550,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0,0,1,1,0,51,722.3,0.129,0.054,4730,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,1,0,50,71.5,0.037,0.001,105156,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,1,1,0,50,747.7,0.06,0.05,6731,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,0,0,43,627.1,0.241,0.043,6287,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0,0,1,1,1,59,527.7,0.036,0.016,6090,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,23,8.7,0.041,0.001,150894,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,0,1,46,1762.7,0.868,0.391,670,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,1,1,0,1,56,2239.8,0.603,0.317,426,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,44,69.0,0.007,0.006,70450,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,1,0,39,95.2,0.016,0.002,51800,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,1,1,1,46,861.2,0.166,0.041,5198,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,0,1,1,1,43,3347.8,0.859,0.173,1136,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,1,0,0,1,0,0,37,859.6,0.067,0.077,5007,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,52,478.2,0.103,0.012,1044,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,1,1,0,48,6.9,0.034,0.005,171745,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,0,0,1,1,0,44,716.9,0.126,0.035,6012,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,1,0,0,38,107.0,0.048,0.009,101413,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,0,1,1,0,0,64,2242.6,0.214,0.108,1548,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,1,1,1,38,3104.2,0.296,0.097,1667,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,1,0,1,0,1,41,572.9,0.239,0.032,6099,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,1,1,0,1,1,0,34,750.0,0.241,0.018,3165,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,0,1,0,41,46.3,0.015,0.006,49677,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,1,1,0,1,1,29,144.3,0.158,0.035,5433,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,1,0,0,29,107.5,0.029,0.009,38696,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,1,1,1,35,244.2,0.155,0.047,1797,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,0,0,0,38,486.3,0.13,0.008,5912,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,1,1,0,54,80.2,0.018,0.007,24004,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,0,0,25,249.2,0.047,0.053,2332,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,41,60.1,0.011,0.002,111314,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,29,111.1,0.026,0.004,151345,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,1,1,1,1,0,55,588.7,0.205,0.067,2089,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,0,1,1,0,0,33,527.7,0.23,0.056,1825,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,1,1,1,0,33,819.6,0.2,0.054,4876,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,1,1,1,0,31,492.2,0.081,0.069,2920,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,0,1,1,49,402.6,0.064,0.054,2677,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,1,0,33,47.6,0.028,0.003,83987,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,0,1,35,432.4,0.104,0.046,6310,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,1,0,1,30,409.3,0.164,0.059,3882,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,1,1,0,37,146.2,0.162,0.044,2497,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,0,0,0,50,523.8,0.192,0.01,1338,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,0,1,54,323.7,0.12,0.013,1192,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,53,720.6,0.197,0.077,4358,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,0,1,1,0,39,522.9,0.032,0.067,2633,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,40,35.9,0.047,0.007,53451,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,1,1,0,1,0,1,34,647.1,0.176,0.051,6860,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,1,1,1,1,1,1,64,3553.2,0.837,0.134,484,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,0,1,1,1,1,30,3181.2,0.732,0.199,276,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,0,1,0,1,41,305.0,0.134,0.051,3597,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,48,83.9,0.041,0.007,65414,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0,1,0,1,0,0,33,366.3,0.137,0.024,5251,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,26,46.5,0.028,0.009,71158,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,0,0,54,42.4,0.026,0.008,120760,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,1,1,0,1,1,0,38,2493.8,0.579,0.344,176,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,45,91.0,0.026,0.005,47461,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,1,0,25,16.8,0.003,0.009,147368,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,0,0,1,0,0,25,33.5,0.014,0.006,38013,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1,1,0,1,42,876.2,0.183,0.018,5495,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0,1,1,0,39,405.3,0.087,0.028,600,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1,0,0,0,1,0,1,44,585.7,0.205,0.046,2144,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1,0,0,0,1,0,0,52,749.9,0.181,0.026,6686,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,56,238.7,0.243,0.007,1437,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,0,0,0,0,33,95.4,0.025,0.004,11919,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,0,0,0,0,50,99.0,0.041,0.001,68863,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,1,0,1,0,1,38,869.7,0.236,0.017,6565,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,0,0,0,23,77.8,0.016,0.002,75977,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,0,30,191.3,0.166,0.075,6822,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,1,0,0,0,0,1,47,657.6,0.109,0.015,923,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,0,0,1,42,173.7,0.064,0.027,2757,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,1,0,40,874.4,0.21,0.019,6196,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,0,1,0,33,203.5,0.072,0.007,5857,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,1,1,1,1,1,1,51,812.6,0.848,0.107,1036,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,1,1,1,54,1397.4,0.18,0.056,652,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,32,76.9,0.009,0.007,112438,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,1,0,1,60,632.9,0.147,0.05,3486,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,55,1322.2,0.559,0.169,1156,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,30,2152.8,0.895,0.142,645,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,45,2312.0,0.579,0.065,972,3,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,1,0,0,38,254.9,0.212,0.057,5320,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,0,1,1,0,1,52,1643.8,0.763,0.184,276,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,1,1,1,0,52,723.5,0.555,0.085,1058,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,1,1,1,1,1,0,52,223.1,0.048,0.048,1003,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,50,600.5,0.192,0.023,1186,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,0,0,43,44.6,0.033,0.008,47969,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,1,1,1,1,0,30,1721.5,0.718,0.346,260,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,0,1,0,1,44,378.9,0.193,0.021,5076,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,1,0,1,58,166.9,0.074,0.057,2822,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,0,0,0,43,104.8,0.032,0.002,103398,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,0,0,0,0,1,60,839.4,0.097,0.042,6698,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,0,1,52,34.6,0.019,0.01,11324,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,1,1,1,36,3481.8,0.609,0.261,495,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,1,0,1,59,657.1,0.228,0.073,4123,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,1,1,0,1,1,1,48,3445.8,0.239,0.148,328,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0,0,1,1,1,42,222.6,0.036,0.079,5654,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,0,0,0,0,50,79.7,0.009,0.004,127816,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0,0,0,0,1,0,0,46,12.6,0.046,0.01,165358,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,0,0,1,0,45,566.1,0.148,0.053,6368,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,1,1,1,0,43,3551.5,0.179,0.173,1597,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,0,0,28,767.3,0.129,0.059,1527,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,21,108.1,0.045,0.009,27240,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0,0,0,0,1,0,0,27,65.2,0.019,0.008,137730,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,0,1,1,1,35,160.0,0.098,0.06,4255,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,0,1,0,0,20,67.5,0.0,0.009,65958,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,55,26.3,0.003,0.003,41709,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,1,1,31,1084.0,0.363,0.275,1463,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,1,0,0,48,777.8,0.044,0.04,1599,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,0,0,1,0,1,58,657.2,0.235,0.079,2952,2,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,1,1,0,56,301.5,0.094,0.02,1568,2,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,1,0,1,46,69.4,0.032,0.0,56340,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,1,0,0,50,769.0,0.073,0.068,6108,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,1,1,54,353.5,0.189,0.029,4989,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,1,0,0,29,118.1,0.031,0.008,153279,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,1,0,30,472.5,0.239,0.021,3076,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,50,44.1,0.024,0.009,84958,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,1,1,1,36,1762.8,0.799,0.073,666,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,1,1,0,1,30,2836.7,0.167,0.311,1338,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,0,1,1,1,56,1048.0,0.355,0.036,1305,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1,0,0,1,1,1,35,815.9,0.149,0.009,837,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,0,1,1,53,379.2,0.074,0.062,4970,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,0,0,0,49,83.7,0.036,0.005,64337,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1,1,0,1,1,1,1,39,1959.8,0.173,0.206,749,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,0,1,0,1,31,175.3,0.096,0.04,5437,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,0,1,1,1,52,661.4,0.068,0.055,6656,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,1,1,63,1524.1,0.454,0.251,1433,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,1,1,1,1,33,3309.8,0.627,0.03,330,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,1,1,0,44,574.5,0.165,0.043,1644,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,1,1,0,63,3197.0,0.326,0.29,837,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,0,0,1,48,898.0,0.177,0.015,1187,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,1,0,0,1,54,260.2,0.142,0.046,4286,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,1,0,0,1,1,0,59,883.0,0.155,0.058,1527,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,1,1,0,58,189.0,0.134,0.061,6078,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,20,109.2,0.029,0.003,96114,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,0,1,0,1,47,784.3,0.505,0.093,135,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,0,0,0,1,41,334.7,0.087,0.061,5546,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,0,0,1,0,35,104.1,0.017,0.001,41629,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,1,1,1,35,776.6,0.042,0.025,1550,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,1,1,34,35.2,0.027,0.004,79305,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,1,1,1,1,30,1661.5,0.783,0.256,1365,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,0,1,0,1,53,2615.7,0.728,0.222,1417,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,0,0,0,0,53,341.0,0.072,0.007,1353,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,0,0,27,80.5,0.045,0.006,52035,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,1,0,1,1,1,57,3310.2,0.727,0.15,361,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,0,1,1,1,44,808.2,0.885,0.104,834,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,0,1,0,0,48,13.4,0.029,0.003,120485,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,29,5.4,0.035,0.008,128941,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,0,1,1,55,849.3,0.109,0.056,3881,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,0,1,0,49,68.8,0.048,0.007,81947,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,1,1,0,37,501.6,0.044,0.046,3120,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,1,1,0,1,0,1,50,640.5,0.131,0.056,4995,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,0,0,50,85.6,0.007,0.002,16696,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1,1,1,32,2384.9,0.612,0.053,445,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,1,1,0,38,381.7,0.057,0.016,4000,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,44,14.3,0.0,0.009,159242,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,41,1951.3,0.329,0.095,1446,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,1,0,0,42,32.1,0.006,0.005,28682,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,1,0,0,32,257.5,0.177,0.008,5882,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0,0,0,1,1,0,0,59,498.3,0.056,0.072,6509,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1,0,1,1,0,0,40,815.3,0.046,0.049,1045,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,0,1,1,1,1,36,1675.8,0.352,0.154,95,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0,0,0,1,35,876.7,0.218,0.011,4874,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,0,1,1,0,45,815.6,0.16,0.016,5299,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,0,1,1,1,60,1783.0,0.757,0.288,230,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,1,0,0,1,0,0,30,357.8,0.185,0.069,6721,2,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,0,1,1,25,379.7,0.037,0.037,2810,2,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1,1,0,0,1,0,1,57,418.7,0.132,0.008,3601,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,1,0,1,35,60.0,0.047,0.006,58596,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,55,1718.4,0.489,0.216,1728,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,24,14.2,0.045,0.003,23771,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,1,0,21,67.3,0.007,0.003,119955,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,1,1,0,46,639.4,0.147,0.046,4351,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,38,37.7,0.048,0.006,45750,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,1,0,1,0,0,27,463.9,0.111,0.02,6392,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,39,112.1,0.038,0.009,87543,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0,0,0,38,88.8,0.046,0.003,33042,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,1,1,0,30,620.2,0.158,0.022,6884,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,0,0,52,41.5,0.03,0.009,98250,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,0,0,60,812.5,0.193,0.036,4224,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,1,0,0,0,1,0,25,59.6,0.043,0.01,20931,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,1,1,1,1,0,1,45,1986.4,0.576,0.369,438,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,0,0,1,0,39,8.1,0.0,0.003,171517,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,59,958.1,0.358,0.398,166,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,0,1,1,1,48,779.3,0.066,0.009,3218,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,43,271.2,0.168,0.062,5505,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,1,1,1,47,2203.3,0.414,0.083,310,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,1,0,0,0,37,768.5,0.146,0.045,5114,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,0,0,0,0,48,528.0,0.243,0.018,3095,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,0,0,0,1,0,0,28,53.9,0.038,0.001,8529,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,1,0,1,0,1,60,956.8,0.34,0.055,1397,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
